Gene1,Gene2
BAX,ACHV
BAX,ADPT
BAX,ALGN
BAX,APLT
BAX,APRE
BAX,AYTU
BAX,BAX
BAX,BHC
BAX,BWAY
BAX,CING
BAX,CLRB
BAX,CNC
BAX,CRBP
BAX,CYH
BAX,EHC
BAX,ELMD
BAX,EW
BAX,FONR
BAX,GRI
BAX,GSK
BAX,HLF
BAX,IART
BAX,IBIO
BAX,ICLR
BAX,IMA
BAX,ITGR
BAX,KRRO
BAX,NTRA
BAX,NUS
BAX,NVO
BAX,OBIO
BAX,OCUL
BAX,OGN
BAX,RGEN
BAX,RMD
BAX,RNAZ
BAX,SCLX
BAX,SEM
BAX,SERA
BAX,SLS
BAX,SMTI
BAX,SNGX
BAX,SRDX
BAX,SRZN
BAX,TRAW
BAX,TRML
BAX,TVGN
BAX,TVTX
BAX,USNA
BAX,VIVS
BAX,VTGN
BAX,WST
BDX,ATHE
BDX,BDX
BDX,DGX
BDX,ELDN
BDX,FBIO
BDX,FBRX
BDX,GTBP
BDX,ISRG
BDX,MBRX
BDX,RGEN
BDX,SCNI
BSX,AHCO
BSX,AIM
BSX,AMS
BSX,APT
BSX,ARAY
BSX,ARWR
BSX,AUTL
BSX,BSX
BSX,COCP
BSX,CODX
BSX,CPHI
BSX,CVM
BSX,EQ
BSX,EXAS
BSX,GNPX
BSX,HCM
BSX,HSDT
BSX,IBIO
BSX,ICCC
BSX,INO
BSX,LAKE
BSX,LCTX
BSX,NNVC
BSX,NRXP
BSX,NVAX
BSX,OMI
BSX,SNGX
BSX,TARA
BSX,TRIB
BSX,TXMD
BSX,VRDN
BSX,ZLAB
CAH,APYX
CAH,AXSM
CAH,CAH
CAH,CARM
CAH,CASI
CAH,CELU
CAH,CLPT
CAH,CYCCP
CAH,DYAI
CAH,ELAN
CAH,ETON
CAH,EVOK
CAH,FULC
CAH,HALO
CAH,HRTX
CAH,INFU
CAH,IRIX
CAH,KPRX
CAH,LFCR
CAH,LRMR
CAH,ORMP
CAH,PMCB
CAH,PRGO
CAH,QNCX
CAH,STXS
CAH,TCRT
CAH,TECX
CAH,VCEL
CAH,VTGN
CAH,VYNE
CAH,XGN
EW,ATHE
EW,DGX
EW,ELDN
EW,EW
EW,FBIO
EW,FBRX
EW,GTBP
EW,ISRG
EW,MBRX
EW,RGEN
EW,SCNI
FMS,ABUS
FMS,ARWR
FMS,ASRT
FMS,CORT
FMS,CRVO
FMS,DMAC
FMS,EBS
FMS,FMS
FMS,NKTR
FMS,NUS
FMS,OSUR
FMS,RDNT
FMS,RDY
FMS,RIGL
FMS,SGMO
FMS,XOMA
FMS,ZYXI
ICUI,ABEO
ICUI,ACHV
ICUI,AGEN
ICUI,AKBA
ICUI,AKTX
ICUI,AMPH
ICUI,ANIK
ICUI,AORT
ICUI,ATHE
ICUI,ATOS
ICUI,ATRC
ICUI,AVDL
ICUI,AVXL
ICUI,BCRX
ICUI,BMRA
ICUI,BMY
ICUI,BSX
ICUI,CAH
ICUI,CGEN
ICUI,CPIX
ICUI,CVM
ICUI,CYRX
ICUI,EBS
ICUI,EDSA
ICUI,ERNA
ICUI,EVOK
ICUI,FENC
ICUI,FMS
ICUI,GCTK
ICUI,GLPG
ICUI,HUM
ICUI,ICUI
ICUI,ILMN
ICUI,INDP
ICUI,IOVA
ICUI,IRIX
ICUI,JAZZ
ICUI,KALV
ICUI,LMAT
ICUI,LPTX
ICUI,LRMR
ICUI,LSTA
ICUI,MASI
ICUI,MCK
ICUI,MCRB
ICUI,MDGL
ICUI,MESO
ICUI,MRKR
ICUI,MRSN
ICUI,MTEX
ICUI,NDRA
ICUI,NEPH
ICUI,NTRA
ICUI,NVO
ICUI,OPCH
ICUI,PMCB
ICUI,PRGO
ICUI,PRPH
ICUI,QIPT
ICUI,QLGN
ICUI,RDNT
ICUI,RNTX
ICUI,RVP
ICUI,RZLT
ICUI,SCYX
ICUI,SLNO
ICUI,SNDA
ICUI,SNOA
ICUI,SRTS
ICUI,TENX
ICUI,TEVA
ICUI,TFX
ICUI,THC
ICUI,THTX
ICUI,TNXP
ICUI,TOVX
ICUI,VNRX
ICUI,VTRS
ICUI,XTNT
ICUI,ZYXI
MRK,ACIU
MRK,ALKS
MRK,ALXO
MRK,AUTL
MRK,CGEN
MRK,CPIX
MRK,CRON
MRK,EYE
MRK,GYRE
MRK,HAE
MRK,HSDT
MRK,IMCC
MRK,IMTX
MRK,KRMD
MRK,LQDA
MRK,MRK
MRK,STTK
MRK,STXS
MRK,TCMD
MRK,XAIR
NEPH,APT
NEPH,ARAY
NEPH,AVXL
NEPH,CLDX
NEPH,CRIS
NEPH,CTSO
