Gene1,Gene2
BAX,AKBA
BAX,ALBT
BAX,BAX
BAX,BGM
BAX,BHC
BAX,CHE
BAX,CVRX
BAX,CYH
BAX,CYTK
BAX,DCTH
BAX,FEMY
BAX,FMS
BAX,GALT
BAX,GMED
BAX,GPCR
BAX,GRFS
BAX,GRI
BAX,HALO
BAX,ICU
BAX,IMCC
BAX,ISRG
BAX,LXRX
BAX,MHUA
BAX,NBTX
BAX,NRXP
BAX,OKYO
BAX,OSCR
BAX,PHAT
BAX,PHGE
BAX,REVB
BAX,RVPH
BAX,SIGA
BAX,SNN
BAX,SNTI
BAX,SRPT
BAX,SRTS
BAX,SRZN
BAX,STE
BAX,TCRX
BAX,TDOC
BAX,THAR
BAX,TIVC
BAX,VIVS
BAX,VNRX
BAX,VTGN
BAX,WST
BAX,ZYXI
BSX,ABBV
BSX,ABEO
BSX,ABT
BSX,ABUS
BSX,ABVC
BSX,ACAD
BSX,ACB
BSX,ACHC
BSX,ACHV
BSX,ACIU
BSX,ACRS
BSX,ADAP
BSX,ADCT
BSX,ADMA
BSX,ADPT
BSX,ADUS
BSX,ADVM
BSX,AEMD
BSX,AGEN
BSX,AGIO
BSX,AHCO
BSX,AIM
BSX,AKBA
BSX,AKRO
BSX,AKTX
BSX,ALC
BSX,ALDX
BSX,ALEC
BSX,ALGN
BSX,ALKS
BSX,ALLO
BSX,ALNY
BSX,ALXO
BSX,AMGN
BSX,AMPH
BSX,AMRN
BSX,AMRX
BSX,AMS
BSX,ANAB
BSX,ANGO
BSX,ANIK
BSX,ANIP
BSX,ANIX
BSX,AORT
BSX,APLS
BSX,APLT
BSX,APT
BSX,APVO
BSX,APYX
BSX,AQST
BSX,ARAY
BSX,ARCT
BSX,ARDX
BSX,ARGX
BSX,ARMP
BSX,ARTL
BSX,ARVN
BSX,ARWR
BSX,ASMB
BSX,ASND
BSX,ASRT
BSX,ATEC
BSX,ATHE
BSX,ATNM
BSX,ATOS
BSX,ATRA
BSX,ATRC
BSX,ATXS
BSX,ATYR
BSX,AUPH
BSX,AVDL
BSX,AVNS
BSX,AVTX
BSX,AVXL
BSX,AXGN
BSX,AZN
BSX,BAX
BSX,BBIO
BSX,BCDA
BSX,BCRX
BSX,BCTX
BSX,BCYC
BSX,BDTX
BSX,BDX
BSX,BHC
BSX,BIIB
BSX,BKD
BSX,BLFS
BSX,BLRX
BSX,BMRA
BSX,BMRN
BSX,BMY
BSX,BNR
BSX,BNTC
BSX,BRTX
BSX,BSGM
BSX,BSX
BSX,BTI
BSX,BWAY
BSX,BYSI
BSX,CABA
BSX,CAH
BSX,CANF
BSX,CAPR
BSX,CARM
BSX,CASI
BSX,CATX
BSX,CBIO
BSX,CCEL
BSX,CCM
BSX,CDNA
BSX,CDTX
BSX,CELC
BSX,CELU
BSX,CGC
BSX,CGEN
BSX,CHE
BSX,CHEK
BSX,CHRS
BSX,CI
BSX,CLDX
BSX,CLGN
BSX,CLLS
BSX,CLNN
BSX,CLOV
BSX,CLPT
BSX,CLRB
BSX,CMMB
BSX,CNC
BSX,CNMD
BSX,CNSP
BSX,COCP
BSX,COLL
BSX,COO
BSX,COR
BSX,CORT
BSX,COSM
BSX,CPHI
BSX,CPIX
BSX,CPRX
BSX,CRBP
BSX,CRDF
BSX,CRDL
BSX,CRIS
BSX,CRL
BSX,CRMD
BSX,CRNX
BSX,CRON
BSX,CRSP
BSX,CRVO
BSX,CRVS
BSX,CSBR
BSX,CSTL
BSX,CTMX
BSX,CTSO
BSX,CTXR
BSX,CUE
BSX,CVM
BSX,CYCC
BSX,CYCCP
BSX,CYH
BSX,CYRX
BSX,CYTK
BSX,DARE
BSX,DBVT
BSX,DGX
BSX,DMAC
BSX,DNLI
BSX,DNTH
BSX,DOMH
BSX,DRRX
